100000.0	4.18062105255	 -477108.541601
125892.541179	3.84055010351	 -477108.403215
158489.319246	3.49701108381	 -477108.250759
199526.231497	3.1876917216	 -477107.99681
251188.643151	2.95805383094	 -477106.880908
316227.766017	2.87244013018	 -477104.667461
398107.170553	3.06772434561	 -477100.288624
501187.233627	3.93486021295	 -477094.896837
630957.34448	6.11872476528	 -477085.980188
794328.234724	10.9660782581	 -477075.307388
1000000.0	19.71831663	 -477061.186783
1258925.41179	33.6939528851	 -477041.147463
1584893.19246	56.4017492834	 -477013.716998
1995262.31497	93.2195323152	 -476973.66829
2511886.43151	152.278557846	 -476920.693679
3162277.66017	242.027043396	 -476856.761491
3981071.70553	378.746570151	 -476769.168069
5011872.33627	590.466477355	 -476660.379316
6309573.4448	916.552930244	 -476536.434639
7943282.34724	1408.06398045	 -476402.059742
10000000.0	2140.80727533	 -476322.593632
12589254.1179	3107.91096165	 -476469.764571
15848931.9246	4307.67941803	 -476970.41391
19952623.1497	5363.66131639	 -478051.750824
25118864.3151	5862.15242233	 -479377.608252
31622776.6017	6000.99177168	 -480524.471172
39810717.0553	6217.0644107	 -481245.764651
50118723.3627	6811.98631635	 -481979.485208
63095734.448	7626.79930141	 -483098.472111
79432823.4724	8314.31422157	 -484616.494088
100000000.0	8803.13760398	 -486451.750927
