10.0	91701.6113142	 115246.18941
14.6779926762	83023.0494595	 92438.6775192
21.5443469003	73486.8683312	 72477.4729553
31.6227766017	63593.44547	 55495.8062813
46.4158883361	53781.2137022	 41482.0257001
68.1292069058	44464.300133	 30244.6618834
100.0	35937.0073317	 21566.9723301
146.779926762	28446.1702014	 15029.6415488
215.443469003	21923.3374751	 10365.3239942
316.227766017	7203.11793611	 7123.85004433
464.158883361	-9674.07245179	 7242.70021467
681.292069058	-749874.150638	 -10866.8731416
1000.0	6856.43646172	 16565.2450287
1467.79926762	7930.27409329	 1241.8947308
2154.43469003	10880.9407223	 -13940.6882174
3162.27766017	-132901.715781	 299452.672008
4641.58883361	-4.29223767176e+15	 -944.716902986
6812.92069058	1313.15949343	 4509.18593098
10000.0	932.908650788	 861.452508649
14677.9926762	808.129210359	 3375.80414387
21544.3469003	674.252992339	 713.194513505
31622.7766017	574.853767778	 607.331821439
46415.8883361	486.543545893	 495.943679977
68129.2069058	405.197191902	 414.380058192
100000.0	335.233410234	 340.821092109
146779.926762	277.644844255	 281.898884683
215443.469003	230.107293411	 232.650331789
316227.766017	190.650759287	 191.887420777
464158.883361	157.917162481	 158.129012937
681292.069058	130.765449684	 130.175690336
