100000.0	5.1202562678	 -485689.458194
125892.541179	4.2508514491	 -485689.351377
158489.319246	3.60238161584	 -485688.481763
199526.231497	3.14373819727	 -485688.495444
251188.643151	2.85941406634	 -485687.353116
316227.766017	2.75685381452	 -485686.711333
398107.170553	2.89493267957	 -485684.016201
501187.233627	3.54297434905	 -485681.943715
630957.34448	4.89892374768	 -485678.946386
794328.234724	7.59723639738	 -485676.938335
1000000.0	11.7630822375	 -485674.939418
1258925.41179	17.2890319183	 -485671.869937
1584893.19246	25.1340112819	 -485667.501209
1995262.31497	35.998573695	 -485660.110894
2511886.43151	51.8822159011	 -485650.077057
3162277.66017	74.7574782899	 -485638.159131
3981071.70553	106.580953538	 -485621.114681
5011872.33627	153.215155274	 -485599.139586
6309573.4448	221.93433582	 -485572.649576
7943282.34724	321.335601399	 -485541.335908
10000000.0	466.329830448	 -485513.317416
12589254.1179	661.63469244	 -485515.033491
15848931.9246	913.993108507	 -485560.53591
19952623.1497	1182.57515313	 -485696.445463
25118864.3151	1401.37235425	 -485891.970142
31622776.6017	1598.9014917	 -486079.840236
39810717.0553	1829.89300496	 -486218.572049
50118723.3627	2158.81755094	 -486376.149008
63095734.448	2574.58484459	 -486606.301955
79432823.4724	3058.53611262	 -486927.684426
100000000.0	3636.12535568	 -487391.112968
