10.0	0.0	 1.49896241432e-05
14.6779926762	0.0	 1.49896241432e-05
21.5443469003	0.0	 1.49896241432e-05
31.6227766017	0.0	 1.49896241432e-05
46.4158883361	0.0	 1.49896241432e-05
68.1292069058	0.0	 1.49896241432e-05
100.0	0.0	 1.49896241432e-05
146.779926762	0.0	 1.49896241432e-05
215.443469003	0.0	 1.49896241432e-05
316.227766017	0.0	 1.49896241432e-05
464.158883361	0.0	 1.49896241432e-05
681.292069058	0.0	 1.49896241432e-05
1000.0	0.0	 1.49896241432e-05
1467.79926762	0.0	 1.49896241432e-05
2154.43469003	0.0	 1.49896241432e-05
3162.27766017	0.0	 1.49896241432e-05
4641.58883361	0.0	 1.49896241432e-05
6812.92069058	0.0	 1.49896241432e-05
10000.0	0.0	 1.49896241432e-05
14677.9926762	0.0	 1.49896241432e-05
21544.3469003	0.0	 1.49896241432e-05
31622.7766017	0.0	 1.49896241432e-05
46415.8883361	0.0	 1.49896241432e-05
68129.2069058	0.0	 1.49896241432e-05
100000.0	0.0	 1.49896241432e-05
146779.926762	0.0	 1.49896241432e-05
215443.469003	0.0	 1.49896241432e-05
316227.766017	0.0	 1.49896241432e-05
464158.883361	0.0	 1.49896241432e-05
681292.069058	0.0	 1.49896241432e-05
