10000.0	1551.94257417	 1546.27645808
14677.9926762	1282.70299068	 1128.41561177
21544.3469003	1059.93522342	 1134.29977538
31622.7766017	875.687897827	 897.935692809
46415.8883361	723.353345048	 764.781248132
68129.2069058	597.440420078	 585.855601831
100000.0	493.39128236	 499.481533081
146779.926762	407.426431107	 409.314836812
215443.469003	336.414316602	 338.249690779
316227.766017	277.761980972	 279.000228249
464158.883361	229.323602841	 230.604633509
681292.069058	189.324193013	 190.494929093
1000000.0	156.296052933	 157.425552504
1467799.26762	129.025945979	 130.125654506
2154434.69003	106.511232115	 107.586592834
3162277.66017	87.9234840796	 88.9831197928
4641588.83361	72.5783349603	 73.6243603383
6812920.69058	59.9105074831	 60.9483999944
10000000.0	49.4531462756	 50.4851824656
14677992.6762	40.8207196019	 41.8485212281
21544346.9003	33.69487953	 34.7197813613
31622776.6017	27.8127723937	 28.8357580457
46415888.3361	22.9573774823	 23.9790309211
68129206.9058	18.9495238294	 19.9702642449
100000000.0	15.6412948368	 16.6613696726
146779926.762	12.9105803139	 13.9301588008
215443469.003	10.6565768886	 11.6756925984
316227766.017	8.79607210134	 9.81460293192
464158883.361	7.26037596397	 8.27792333268
681292069.058	5.99278735756	 7.00844127093
1000000000.0	4.94650217816	 5.95820995652
1467799267.62	4.08288630287	 5.0863433769
2154434690.03	3.37004981956	 4.35623616432
3162277660.17	2.78167001749	 3.7328219393
4641588833.61	2.29601978596	 3.17994457715
6812920690.58	1.89516560968	 2.66227159954
10000000000.0	1.56430560653	 2.15434061345
14677992676.2	1.29122322179	 1.64579682543
21544346900.3	1.06583647204	 1.13540806492
31622776601.7	0.879826152804	 0.642242633986
46415888336.1	0.726329327876	 0.227017823853
68129206905.8	0.599686907773	 -0.0341937607881
1e+11	0.495236186409	 -0.110285721442
1.46779926762e+11	0.409140959506	 -0.012397068691
2.15443469003e+11	0.338253616859	 0.213809202261
3.16227766017e+11	0.280005374694	 0.421543759247
4.64158883361e+11	0.232322720988	 0.426176646976
6.81292069058e+11	0.193567782578	 0.239919918346
1e+12	0.162452075344	 -0.0544038423022
