1000.0	8.14521500628e-06	 2.25046926416e-05
1584.89319246	1.53318828404e-05	 3.12752892847e-05
2511.88643151	2.7739687335e-05	 4.03432062189e-05
3981.07170553	4.56063726789e-05	 4.57245506308e-05
6309.5734448	6.46835704192e-05	 4.39692290656e-05
10000.0	7.93495019886e-05	 3.69584650076e-05
15848.9319246	8.82365926337e-05	 2.94809208061e-05
25118.8643151	9.31273068475e-05	 2.44918679278e-05
39810.7170553	9.59357874365e-05	 2.29788604399e-05
63095.734448	9.79073739593e-05	 2.53892185192e-05
100000.0	9.99160508457e-05	 3.24864164283e-05
158489.319246	0.000102973267504	 4.57336585029e-05
251188.643151	0.000108920433669	 6.74156587026e-05
398107.170553	0.000121501795294	 0.000100186746965
630957.34448	0.000147292532698	 0.000144958572507
1000000.0	0.000193220473225	 0.000196991530602
1584893.19246	0.000258317985493	 0.000247834375169
2511886.43151	0.000335482697903	 0.000298711062348
3981071.70553	0.000429859639943	 0.000357647460406
6309573.4448	0.000555112622967	 0.000418042363097
10000000.0	0.000713477017359	 0.000461129426913
